,Team,Chassis,Engine,Tires,{{Tooltip|No.|Car number}},Driver(s),Rounds,Season,Round(s),Drivers,,#,No,Tire,Ref(s),,No.
32,[[Rahal Letterman Lanigan Racing]],,[[Honda Indy V6|Honda]],,,"{{flagicon|GBR}} [[Jack Harvey (racing driver)|Jack Harvey]]<ref name=""Harvey RLL"">{{Cite web|date=October 11, 2021|title=RLL confirms Harvey for 2022 IndyCar campaign|url=https://racer.com/2021/10/11/rll-confirms-harvey-for-2022-indycar-campaign/|access-date=October 11, 2021|website=RACER|language=en-US}}</ref>",,2022,All,,,,,,,,45
33,[[Rahal Letterman Lanigan Racing]],,[[Honda Indy V6|Honda]],,,"{{flagicon|USA}} [[Santino Ferrucci]]<ref name=""FerrucciRahal"">{{Cite web |title=Ferrucci To Replace Harvey in No. 45 Today at Texas |url=https://www.indycar.com/news/2022/03/03-20-ferrucci-harvey |access-date=March 20, 2022 |website=IndyCar.com}}</ref>",,2022,2,,,,,,,,45
34,[[Team Penske]],,[[Chevrolet Indy V6|Chevrolet]],,,"{{flagicon|USA}} [[Josef Newgarden]]<ref name=""Penske"">{{cite web|url=https://eu.indystar.com/story/sports/motor/2020/08/17/roger-penske-castroneves-future-uncertain-but-three-full-time-drivers-return-2021/5599884002/|title=Roger Penske doesn't rule out another run with Helio Castroneves; Power, Pagenaud, Newgarden to return|last=Brown|first=Nathan|work=[[Indy Star]]|date=August 17, 2020|access-date=August 24, 2020}}</ref>",,2022,All,,,,,,,,2
35,[[Team Penske]],,[[Chevrolet Indy V6|Chevrolet]],,,"{{flagicon|NZL}} [[Scott McLaughlin]]<ref name=""PenskeMcLaughlin"">{{cite web|date=October 23, 2020|title=TEAM PENSKE WILL NOT RETURN TO SUPERCARS IN 2021|url=https://www.teampenske.com/news/index.cfm/c/703/54367/TEAM_PENSKE_WILL_NOT_RETURN_TO_SUPERCARS_IN_2021|access-date=October 23, 2020}}</ref>",,2022,All,,,,,,,,3
36,[[Team Penske]],,[[Chevrolet Indy V6|Chevrolet]],,,"{{flagicon|AUS}} [[Will Power]]<ref name=""Penske""/>",,2022,All,,,,,,,,12
0,[[Abel Motorsports]],,[[Chevrolet Indy V6|Chevrolet]],,,{{flagicon|USA}} [[R. C. Enerson]]  {{Color box|orange|R|border=silver}}<ref>{{cite news |title=Enerson To Drive Abel Motorsports' Entry in Indy 500 |url=https://www.indycar.com/news/2023/04/04-21-enerson-abel |work=IndyCar.com}}</ref>,,2023,6,,,,,,,,50
1,[[A. J. Foyt Enterprises]]{{refn|group=N|Technical partnership with [[Team Penske]] from round 15 onwards.}},,[[Chevrolet Indy V6|Chevrolet]],,,"{{flagicon|USA}} [[Santino Ferrucci]]<ref name=""FerrucciFoyt"">{{cite web |last1=Pruett |first1=Marshall |title=Ferrucci joins Foyt for 2023 IndyCar season |url=https://racer.com/2022/10/06/ferrucci-joins-foyt-for-2023-indycar-season/ |website=RACER |access-date=October 6, 2022 |date=October 6, 2022}}</ref>",,2023,All,,,,,,,,14
2,[[A. J. Foyt Enterprises]]{{refn|group=N|Technical partnership with [[Team Penske]] from round 15 onwards.}},,[[Chevrolet Indy V6|Chevrolet]],,,"{{flagicon|DEN}} [[Benjamin Pedersen]] {{Color box|orange|R|border=silver}}<ref name=""PedersenFoyt"">{{cite web |last1=Pruett|first1=Marshall|title=Foyt signs Pedersen to multi-year IndyCar deal|url=https://racer.com/2022/09/28/foyt-signs-pedersen-to-multi-year-indycar-deal/|website=RACER|access-date=September 28, 2022|date=September 28, 2022}}</ref><ref>{{cite web |title=Benjamin Pedersen |url=https://www.indycar.com/Series/IndyCar-Series/Benjamin-Pedersen |website=IndyCar.com |access-date=9 February 2023}}</ref>",,2023,All,,,,,,,,55
3,[[Andretti Autosport]] with [[Curb Agajanian Performance Group|Curb-Agajanian]],,[[Honda Indy V6|Honda]],,,"{{flagicon|USA}} [[Colton Herta]]<ref name=""HertaAAExtension"">{{cite web |last1=Fryer |first1=Jenna |title=Herta signs 4-year Andretti IndyCar extension through 2027 |url=https://apnews.com/article/sports-auto-racing-indycar-formula-one-michael-andretti-ff00d78b62d20ca834c21120b8f48ca8 |website=AP NEWS |access-date=October 25, 2022 |language=en |date=October 25, 2022}}</ref>",,2023,All,,,,,,,,26
4,[[Andretti Autosport]],,[[Honda Indy V6|Honda]],,,"{{flagicon|USA}} [[Kyle Kirkwood]]<ref name=""AndrettiKirkwood"">{{cite web|title=Kyle Kirkwood to Pilot Andretti Autosport No. 27 AutoNation Honda INDYCAR Starting in 2023|url=https://www.andrettiautosport.com/news/kyle-kirkwood-to-pilot-andretti-autosport-no-27-autonation-honda-indycar-starting-in-2023/|work=andrettiautosport.com|date=June 1, 2022|access-date=August 3, 2022}}</ref>",,2023,All,,,,,,,,27
5,[[Andretti Autosport]],,[[Honda Indy V6|Honda]],,,"{{flagicon|FRA}} [[Romain Grosjean]]<ref name=""AndrettiGrosjean"">{{Cite web|url=https://racer.com/2021/09/24/andretti-autosport-confirms-grosjean-for-2022/|title=Andretti Autosport confirms Romain Grosjean for 2022|last=Pruett|first=Marshall|date=September 24, 2021|accessdate=August 22, 2022}}</ref>",,2023,All,,,,,,,,28
6,[[Andretti Autosport|Andretti Steinbrenner Autosport]],,[[Honda Indy V6|Honda]],,,"{{flagicon|CAN}} [[Devlin DeFrancesco]]<ref name=""AndrettiDeFrancesco"">{{Cite web|url=https://racer.com/2022/08/26/defrancesco-set-to-return-with-andretti-autosport-in-2023/|title=DeFrancesco set to return with Andretti Autosport in 2023|last=Pruett|first=Marshall|website=Racer.com|date=August 26, 2022}}</ref>",,2023,All,,,,,,,,29
7,[[Andretti Autosport|Andretti]] [[Bryan Herta Autosport|Herta Autosport]] with [[Marco Andretti]] and [[Curb Agajanian Performance Group|Curb-Agajanian]],,[[Honda Indy V6|Honda]],,,"{{flagicon|USA}} [[Marco Andretti]]<ref>{{Cite web|url=https://www.motorsportweek.com/2022/10/17/marco-andretti-confirms-2023-indy-500-run/|title=Marco Andretti Confirms 2023 Indy 500 Run|last=Dejewski|first=Kevin|website=Motorsportweek.com|date=October 17, 2022}}</ref>",,2023,6,,,,,,,,98
8,"[[Arrow McLaren SP|Arrow McLaren]]<ref name=""McLaren2023"">{{cite web |last1=Pruett |first1=Marshall |title=AMSP appoints Barnhart as GM; Ward as racing director |url=https://racer.com/2022/10/04/amsp-appoints-barnhart-as-gm-ward-as-racing-director/ |website=RACER |access-date=October 4, 2022 |date=October 4, 2022}}</ref>",,[[Chevrolet Indy V6|Chevrolet]],,,"{{flagicon|MEX}} [[Pato O'Ward]]<ref name=""McLarenO'Ward"">{{cite web|title=O'Ward signs contract extension with AMSP|url=https://racer.com/2022/05/27/oward-signs-contract-extension-with-amsp/|work=racer.com|date=May 27, 2022|access-date=August 3, 2022}}</ref>",,2023,All,,,,,,,,5
9,"[[Arrow McLaren SP|Arrow McLaren]]<ref name=""McLaren2023"">{{cite web |last1=Pruett |first1=Marshall |title=AMSP appoints Barnhart as GM; Ward as racing director |url=https://racer.com/2022/10/04/amsp-appoints-barnhart-as-gm-ward-as-racing-director/ |website=RACER |access-date=October 4, 2022 |date=October 4, 2022}}</ref>",,[[Chevrolet Indy V6|Chevrolet]],,,"{{flagicon|SWE}} [[Felix Rosenqvist]]<ref name=""FRoConfirmed"">{{cite web |last1=Pruett |first1=Marshall |title='We are going to bring our A-game for 2023' - Rosenqvist |url=https://racer.com/2022/09/14/we-are-going-to-bring-our-a-game-for-2023-rosenqvist/ |website=RACER |access-date=September 14, 2022 |date=September 14, 2022}}</ref>",,2023,All,,,,,,,,6
10,"[[Arrow McLaren SP|Arrow McLaren]]<ref name=""McLaren2023"">{{cite web |last1=Pruett |first1=Marshall |title=AMSP appoints Barnhart as GM; Ward as racing director |url=https://racer.com/2022/10/04/amsp-appoints-barnhart-as-gm-ward-as-racing-director/ |website=RACER |access-date=October 4, 2022 |date=October 4, 2022}}</ref>",,[[Chevrolet Indy V6|Chevrolet]],,,"{{flagicon|USA}} [[Alexander Rossi]]<ref name=""McLarenRossi"">{{cite web|title=Rossi confirmed for Arrow McLaren SP move in 2023|url=https://racer.com/2022/06/02/rossi-confirmed-for-arrow-mclaren-sp-move-in-2023/|work=racer.com|date=June 2, 2022|access-date=August 3, 2022}}</ref>",,2023,All,,,,,,,,7
11,"[[Arrow McLaren SP|Arrow McLaren]]<ref name=""McLaren2023"">{{cite web |last1=Pruett |first1=Marshall |title=AMSP appoints Barnhart as GM; Ward as racing director |url=https://racer.com/2022/10/04/amsp-appoints-barnhart-as-gm-ward-as-racing-director/ |website=RACER |access-date=October 4, 2022 |date=October 4, 2022}}</ref>",,[[Chevrolet Indy V6|Chevrolet]],,,"{{flagicon|BRA}} [[Tony Kanaan]]<ref name=""KanaanSPAM"">{{Cite web|url=https://www.autosport.com/indycar/news/kanaan-to-drive-fourth-arrow-mclaren-sp-indy-500-entry/10393787/|title=Kanaan to drive fourth Arrow McLaren SP Indy 500 entry|last=Malsher-Lopez|first=David|website=Autosport.com|publisher=[[Motorsport Network]]|date=November 1, 2022}}</ref>",,2023,6,,,,,,,,66
12,"[[Chip Ganassi Racing]]<ref name=""CGR4Car"">{{cite web|last1=Pruett|first1=Marshall|title=Ganassi aiming to continue with four cars in 2023|url=https://racer.com/2022/08/31/ganassi-aiming-to-continue-with-four-cars-in-2023|website=RACER|access-date=September 1, 2022|date=August 31, 2022}}</ref>",,[[Honda Indy V6|Honda]],,,"{{flagicon|SWE}} [[Marcus Ericsson]]<ref name=""CGR4Car"" />",,2023,All,,,,,,,,8
13,"[[Chip Ganassi Racing]]<ref name=""CGR4Car"">{{cite web|last1=Pruett|first1=Marshall|title=Ganassi aiming to continue with four cars in 2023|url=https://racer.com/2022/08/31/ganassi-aiming-to-continue-with-four-cars-in-2023|website=RACER|access-date=September 1, 2022|date=August 31, 2022}}</ref>",,[[Honda Indy V6|Honda]],,,"{{flagicon|NZL}} [[Scott Dixon]]<ref name=""CGRDixon"">{{cite web|url=https://www.motorsport.com/indycar/news/dixon-denies-talks-regarding-move-to-arrow-mclaren-sp/10330214/|title=Dixon denies talks regarding move to Arrow McLaren SP|work=motorsport.com|publisher=[[Motorsport Network]]|date=June 29, 2022|access-date=August 28, 2022}}</ref>",,2023,All,,,,,,,,9
14,"[[Chip Ganassi Racing]]<ref name=""CGR4Car"">{{cite web|last1=Pruett|first1=Marshall|title=Ganassi aiming to continue with four cars in 2023|url=https://racer.com/2022/08/31/ganassi-aiming-to-continue-with-four-cars-in-2023|website=RACER|access-date=September 1, 2022|date=August 31, 2022}}</ref>",,[[Honda Indy V6|Honda]],,,"{{flagicon|ESP}} [[Álex Palou]]<ref name=""CGRPalouStettled"">{{cite web |last=Khorounzhiy |first=Valentin |date=September 14, 2022 |title=Palou stays at Ganassi for 2023, McLaren keeps Rosenqvist |url=https://the-race.com/indycar/palou-stays-at-ganassi-for-2023-allowed-mclaren-f1-testing/ |access-date=September 14, 2022 |website=The Race}}</ref>",,2023,All,,,,,,,,10
15,"[[Chip Ganassi Racing]]<ref name=""CGR4Car"">{{cite web|last1=Pruett|first1=Marshall|title=Ganassi aiming to continue with four cars in 2023|url=https://racer.com/2022/08/31/ganassi-aiming-to-continue-with-four-cars-in-2023|website=RACER|access-date=September 1, 2022|date=August 31, 2022}}</ref>",,[[Honda Indy V6|Honda]],,,"{{Flagicon|NZL}} [[Marcus Armstrong]] {{Color box|orange|R|border=silver}}<ref name=""ArmstrongCGR"">{{cite web |last1=Pruett |first1=Marshall |title=Armstrong joins Ganassi for IndyCar road/street courses |url=https://racer.com/2022/12/02/armstrong-joins-ganassi-for-indycar-road-street-courses/ |website=RACER |access-date=December 2, 2022 |date=December 2, 2022}}</ref>",,2023,"{{nowrap|1, 3–5, 7–10, 13–14, 16–17}}",,,,,,,,11
16,"[[Chip Ganassi Racing]]<ref name=""CGR4Car"">{{cite web|last1=Pruett|first1=Marshall|title=Ganassi aiming to continue with four cars in 2023|url=https://racer.com/2022/08/31/ganassi-aiming-to-continue-with-four-cars-in-2023|website=RACER|access-date=September 1, 2022|date=August 31, 2022}}</ref>",,[[Honda Indy V6|Honda]],,,"{{flagicon|JPN}} [[Takuma Sato]]<ref name=""Sato"">{{Cite web |date=January 17, 2023 |title=Sato joins Ganassi for IndyCar oval races |url=https://racer.com/2023/01/17/sato-joins-ganassi-for-indycar-oval-races/ |access-date=January 17, 2023 |website=RACER |language=en-US}}</ref><ref name=""SatoOvals"">{{cite web|url=https://racer.com/2023/06/20/ganassi-confirms-sato-for-remaining-indycar-oval-races/|title=Ganassi confirms Sato for remaining IndyCar oval races|first=Marshall|last=Pruett|date=June 20, 2023|accessdate=June 20, 2023|website=racer.com|publisher=Racer Media & Marketing, Inc.}}</ref>",,2023,"2, 6, 11–12, 15",,,,,,,,11
17,[[Dale Coyne Racing]] with [[HMD Motorsports]],,[[Honda Indy V6|Honda]],,,"{{flagicon|USA}} [[David Malukas]]<ref name=""DCRMalukas"">{{cite web|last=Pruett|first=Marshall|title= Dale Coyne Racing confirms Malukas, HMD partnership for '22 IndyCar season|url= https://racer.com/2021/12/15/dale-coyne-racing-confirms-malukas-hmd-partnership-for-22-indycar-season/|date=December 15, 2021|website=[[Racer (magazine)|Racer]]|access-date=September 14, 2022}}</ref>",,2023,All,,,,,,,,18
18,[[Dale Coyne Racing]] with [[Rick Ware Racing]],,[[Honda Indy V6|Honda]],,,"{{flagicon|USA}} [[Sting Ray Robb]] {{Color box|orange|R|border=silver}}<ref name=""DCRRobb"">{{cite web |last1=Pruett |first1=Marshall |title=Dale Coyne Racing confirms Robb for full-time IndyCar ride |url=https://racer.com/2023/01/18/dale-coyne-racing-confirms-robb-for-full-time-indycar-ride/ |website=RACER |access-date=January 18, 2023 |date=January 18, 2023}}</ref>",,2023,All,,,,,,,,51
19,[[Dreyer & Reinbold Racing]],,[[Chevrolet Indy V6|Chevrolet]],,,"{{flagicon|USA}} [[Ryan Hunter-Reay]]<ref name=""DRR&RHR"">{{Cite web|url=https://racer.com/2023/03/15/dreyer-reinbold-confirms-hunter-reay-for-indy-500/|title=Dreyer & Reinbold confirms Hunter-Reay for Indy 500|last=Pruett|first=Marshall|website=Racer.com|date=March 15, 2023}}</ref>",,2023,6,,,,,,,,23
20,{{nowrap|[[Dreyer & Reinbold Racing]] /<br>[[Cusick Motorsports]]}},,[[Chevrolet Indy V6|Chevrolet]],,,"{{flagicon|GBR}} [[Stefan Wilson]] {{Color box|orange|R|border=silver}}<ref name=""DRRCusickWilson"">{{Cite web |last=Pruett |first=Marshall |date=November 17, 2022 |title=Cusick, DRR team up to run Wilson in 2023 Indy 500 |url=https://racer.com/2022/11/17/cusick-drr-team-up-to-run-wilson-in-2023-indy-500/ |access-date=November 17, 2022 |website=RACER |language=en-US}}</ref>",,2023,6,,,,,,,,24
21,{{nowrap|[[Dreyer & Reinbold Racing]] /<br>[[Cusick Motorsports]]}},,[[Chevrolet Indy V6|Chevrolet]],,,"{{flagicon|USA}} [[Graham Rahal]]<ref name=""DRRCusickRahal"">{{Cite web |last=Kelly |first=Paul |date=May 23, 2023 |title=Rahal to replace injured Wilson in DRR/Cusick car at Indy |url=https://www.indycar.com/news/2023/05/05-23-rahal-drrcusick |website=Indycar.com}}</ref>",,2023,6,,,,,,,,24
22,[[Ed Carpenter Racing]],,[[Chevrolet Indy V6|Chevrolet]],,,"{{flagicon|USA}} [[Conor Daly]]<ref name=""ECRLineup"">{{cite web|last1=Dejewski|first1=Kevin|title=VeeKay to stay with Ed Carpenter Racing in 2023|url=https://www.motorsportweek.com/2022/08/04/veekay-to-stay-with-ed-carpenter-racing-in-2023/|website=Motorsport Week|access-date=September 12, 2022|date=August 4, 2022}}</ref>",,2023,1–7,,,,,,,,20
23,[[Ed Carpenter Racing]],,[[Chevrolet Indy V6|Chevrolet]],,,{{flagicon|USA}} [[Ryan Hunter-Reay]]<ref>{{Cite web |last=Collantine |first=Keith |date=2023-06-08 |title=Hunter-Reay confirmed as Daly's replacement in Carpenter IndyCar squad · RaceFans |url=https://www.racefans.net/2023/06/08/hunter-reay-confirmed-as-dalys-replacement-in-carpenter-indycar-squad/ |access-date=2023-06-08 |website=RaceFans |language=en-GB}}</ref>,,2023,8–17,,,,,,,,20
24,[[Ed Carpenter Racing]],,[[Chevrolet Indy V6|Chevrolet]],,,"{{flagicon|NLD}} [[Rinus VeeKay]]<ref name=""ECRLineup""/>",,2023,All,,,,,,,,21
25,[[Ed Carpenter Racing]],,[[Chevrolet Indy V6|Chevrolet]],,,"{{flagicon|USA}} [[Ed Carpenter (racing driver)|Ed Carpenter]]<ref>{{Cite web|url=https://racer.com/2022/11/01/pruett-bumping-is-back-on-the-cards-for-the-2023-indy-500|title=PRUETT:Bumping is back on the cards for the 2023 Indy 500|last=Pruett|first=Marshall|website=Racer.com|date=November 1, 2022|accessdate=November 19, 2022}}</ref><ref>{{Cite web|url=https://www.edcarpenterracing.com/ed-carpenter-racing-unveils-bitnile-com-liveries-2023-ntt-indycar-series-season/|title=ED CARPENTER RACING UNVEILS BITNILE.COM LIVERIES FOR THE 2023 NTT INDYCAR SERIES SEASON|publisher=[[Ed Carpenter Racing]]|date=February 1, 2023}}</ref>",,2023,"2, 6, 11–12, 15",,,,,,,,33
26,"[[Juncos Hollinger Racing]]<ref name=""JHR2Car"">{{cite web|last1=Pruett|first1=Marshall|title=Juncos Hollinger expanding to two cars for 2023 IndyCar season|url=https://racer.com/2022/09/07/juncos-hollinger-expanding-to-two-cars-for-2023-indycar-season|website=RACER|access-date=September 7, 2022|date=September 7, 2022}}</ref>",,[[Chevrolet Indy V6|Chevrolet]],,,"{{flagicon|GBR}} [[Callum Ilott]]<ref name=""JHRIlott"">{{cite web|title=JHR confirms Ilott contract extension|url=https://racer.com/2022/07/28/jhr-confirms-ilott-contract-extension/|work=racer.com|date=July 28, 2022|access-date=August 3, 2022}}</ref>",,2023,All,,,,,,,,77
27,"[[Juncos Hollinger Racing]]<ref name=""JHR2Car"">{{cite web|last1=Pruett|first1=Marshall|title=Juncos Hollinger expanding to two cars for 2023 IndyCar season|url=https://racer.com/2022/09/07/juncos-hollinger-expanding-to-two-cars-for-2023-indycar-season|website=RACER|access-date=September 7, 2022|date=September 7, 2022}}</ref>",,[[Chevrolet Indy V6|Chevrolet]],,,"{{flagicon|Argentina}} [[Agustín Canapino]] {{Color box|orange|R|border=silver}}<ref name=""Canapino""/>",,2023,All,,,,,,,,78
28,[[Meyer Shank Racing]]{{refn|group=N|Technical partnership with [[Andretti Autosport]].}},,[[Honda Indy V6|Honda]],,,"{{flagicon|BRA}} [[Hélio Castroneves]]<ref name=""CastronevesMSR"">{{Cite web|url=https://racer.com/2022/08/19/meyer-shank-confirms-castroneves-return-for-2023/|title=Meyer Shank confirms Castroneves return for 2023|last=Glendenning|first=Mark|website=Racer.com|date=August 19, 2022}}</ref>",,2023,All,,,,,,,,06
29,[[Meyer Shank Racing]]{{refn|group=N|Technical partnership with [[Andretti Autosport]].}},,[[Honda Indy V6|Honda]],,,"{{flagicon|FRA}} [[Simon Pagenaud]]<ref name=""PagenaudMSR"">{{Cite web|date=September 27, 2021|title=Pagenaud joins Meyer Shank Racing for 2022 IndyCar campaign|url=https://racer.com/2021/09/27/pagenaud-joins-meyer-shank-racing-for-2022-indycar-campaign/|access-date=August 3, 2022|website=RACER|language=en-US}}</ref><ref name=""PagenaudBlomqvist"" />",,2023,1–9,,,,,,,,60
30,[[Meyer Shank Racing]]{{refn|group=N|Technical partnership with [[Andretti Autosport]].}},,[[Honda Indy V6|Honda]],,,"{{flagicon|USA}} [[Conor Daly]]<ref name=""DalyMSR"" /><ref name=""DalyIowa"" />",,2023,"9, 11–12",,,,,,,,60
31,[[Meyer Shank Racing]]{{refn|group=N|Technical partnership with [[Andretti Autosport]].}},,[[Honda Indy V6|Honda]],,,"{{flagicon|GBR}} [[Tom Blomqvist]] {{Color box|orange|R|border=silver}}<ref name=""Blomqvist"" /><ref name=""PagenaudBlomqvist"" />",,2023,"10, 16–17",,,,,,,,60
32,[[Meyer Shank Racing]]{{refn|group=N|Technical partnership with [[Andretti Autosport]].}},,[[Honda Indy V6|Honda]],,,"{{flagicon|SWE}} [[Linus Lundqvist]] {{Color box|orange|R|border=silver}}<ref name=""Linusdebut"" />",,2023,13–15,,,,,,,,60
33,[[Rahal Letterman Lanigan Racing]],,[[Honda Indy V6|Honda]],,,"{{flagicon|USA}} [[Graham Rahal]]<ref name=""RLLRahal"">{{cite web|last=Hawkins|first=Stephen|title=Rahal signs 5-year extension with Rahal Letterman Lanigan|url=https://apnews.com/article/74f3db1f253f488d96ba59b755452f14|publisher=Associated Press|date=June 9, 2018|access-date=August 3, 2022}}</ref>",,2023,All,,,,,,,,15
34,[[Rahal Letterman Lanigan Racing]],,[[Honda Indy V6|Honda]],,,"{{flagicon|GBR}} [[Jack Harvey (racing driver)|Jack Harvey]]<ref name=""RLL30/45Swap"">{{cite web|last1=Pruett|first1=Marshall|title=RLL reassigns Lundgaard, Harvey entries for 2023 IndyCar season|url=https://racer.com/2022/11/23/rll-reassigns-lundgaard-harvey-entries-for-2023-indycar-season/|website=RACER|access-date=November 23, 2022|date=November 23, 2022}}</ref>",,2023,1–14,,,,,,,,30
35,[[Rahal Letterman Lanigan Racing]],,[[Honda Indy V6|Honda]],,,"{{flagicon|USA}} [[Conor Daly]]<ref name=""RahalDaly"">{{cite web |last1=something |first1=dino |title=Rahal Letterman Lanigan Racing Announces a Change to the Driver Lineup for the Team's No. 30 Entry. Conor Daly to compete for the team in St. Louis |url=https://rahal.com/rahal-letterman-lanigan-racing-announces-a-change-to-the-driver-lineup-for-the-teams-no-30-entry-conor-daly-to-compete-for-the-team-in-st-louis/ |website=Rahal Letterman Lanigan |date=15 August 2023}}</ref>",,2023,15,,,,,,,,30
36,[[Rahal Letterman Lanigan Racing]],,[[Honda Indy V6|Honda]],,,"{{flagicon|EST}} [[Jüri Vips]] {{Color box|orange|R|border=silver}}<ref name=""Vips"">{{Cite web |date=2023-08-28 |title=Juri Vips to Compete for Rahal Letterman Lanigan Racing in the Team's No. 30 Entry at Portland and Laguna Seca |url=https://rahal.com/juri-vips-to-compete-for-rahal-letterman-lanigan-racing-in-the-teams-no-30-entry-at-portland-and-laguna-seca/ |access-date=2023-08-28 |website=Rahal Letterman Lanigan |language=en-US}}</ref>",,2023,16–17,,,,,,,,30
37,[[Rahal Letterman Lanigan Racing]],,[[Honda Indy V6|Honda]],,,"{{flagicon|GBR}} [[Katherine Legge]]<ref name=""LeggeRLL"" />",,2023,6,,,,,,,,44
38,[[Rahal Letterman Lanigan Racing]],,[[Honda Indy V6|Honda]],,,"{{flagicon|DNK}} [[Christian Lundgaard]]<ref name=""RLL30/45Swap"" />",,2023,All,,,,,,,,45
39,[[Team Penske]],,[[Chevrolet Indy V6|Chevrolet]],,,"{{flagicon|USA}} [[Josef Newgarden]]<ref name=""Penske23""/>",,2023,All,,,,,,,,2
40,[[Team Penske]],,[[Chevrolet Indy V6|Chevrolet]],,,"{{flagicon|NZL}} [[Scott McLaughlin]]<ref name=""PenskeMcLaughlin"">{{cite web |last1=Malsher-Lopez|first1=David|title=McLaughlin, Penske sign multi-year contract extension|url=https://www.motorsport.com/indycar/news/mclaughlin-penske-sign-multi-year-contract-extension/10365301/|website=[[Motorsport.com]]|publisher=[[Motorsport Network]]|access-date=September 12, 2022|date=September 7, 2022}}</ref>",,2023,All,,,,,,,,3
41,[[Team Penske]],,[[Chevrolet Indy V6|Chevrolet]],,,"{{flagicon|AUS}} [[Will Power]]<ref name=""Penske23"">{{cite web|title=Penske to stick with three cars for 2023 IndyCar season|url=https://racer.com/2022/06/29/penske-to-stick-with-three-cars-for-2023-indycar-season/|work=racer.com|date=June 29, 2022|access-date=August 3, 2022}}</ref><ref>{{Cite web|url=https://twitter.com/indycaraldiaweb/status/1619103508158119937/photo/1|title=The Thermal Club Open Test Entry List|date=January 27, 2023}}</ref>",,2023,All,,,,,,,,12
0,[[A. J. Foyt Enterprises]]{{refn|group=N|Technical partnership with [[Team Penske]].}},,[[Chevrolet Indy V6|Chevrolet]],,,{{flagicon|USA}} [[Santino Ferrucci]],,2024,All,,,,,,"<ref name=""FerrucciFoyt"">{{Cite web|url=https://www.motorsport.com/indycar/news/santino-ferrucci-back-with-aj-foyt-racing-for-2024-season/10564210/|title=Santino Ferrucci back with AJ Foyt Racing for 2024 season|last=Barnes|first=Joey|website=[[Motorsport.com]]|date=January 9, 2024|access-date=January 9, 2024}}</ref>",,14
1,[[A. J. Foyt Enterprises]]{{refn|group=N|Technical partnership with [[Team Penske]].}},,[[Chevrolet Indy V6|Chevrolet]],,,{{flagicon|USA}} [[Sting Ray Robb]],,2024,All,,,,,,"<ref name=""RobbFoyt"">{{Cite web|last=Pruett|first=Marshall|title=Robb moves to Foyt team for 2024|url=https://racer.com/2023/12/15/robb-moves-to-foyt-team-for-2024/|website=RACER|access-date=December 15, 2023|date=December 15, 2023|language=en-US}}</ref>",,41
2,{{nowrap|[[Andretti Autosport|Andretti Global]] with [[Curb Agajanian Performance Group|Curb-Agajanian]]}},,[[Honda Indy V6|Honda]],,,{{flagicon|USA}} [[Colton Herta]],,2024,All,,,,,,"<ref name=""HertaAAExtension"">{{cite web |last1=Fryer |first1=Jenna |date=October 25, 2022 |title=Herta signs 4-year Andretti IndyCar extension through 2027 |url=https://apnews.com/article/sports-auto-racing-indycar-formula-one-michael-andretti-ff00d78b62d20ca834c21120b8f48ca8 |access-date=October 25, 2022 |website=AP NEWS |language=en}}</ref><ref name=""Andretti4fundedcars"">{{cite web |last1=Pruett |first1=Marshall |date=July 7, 2023 |title=Andretti Autosport restructuring IndyCar program for 2024 |url=https://racer.com/2023/07/07/andretti-autosport-restructuring-indycar-program-for-2024/ |access-date=July 8, 2023 |website=RACER}}</ref>",,26
3,[[Andretti Autosport|Andretti Global]],,[[Honda Indy V6|Honda]],,,{{flagicon|USA}} [[Kyle Kirkwood]],,2024,All,,,,,,"<ref name=""KirkwoodMultiYear"">{{cite web |last1=Pruett |first1=Marshall |title=Kirkwood extends deal with Andretti |url=https://racer.com/2023/09/26/kirkwood-extends-deal-with-andretti/ |website=RACER |access-date=September 26, 2023 |date=September 26, 2023}}</ref>",,27
4,[[Andretti Autosport|Andretti Global]],,[[Honda Indy V6|Honda]],,,{{flagicon|SWE}} [[Marcus Ericsson]],,2024,All,,,,,,"<ref name=""EricssonAndretti"">{{Cite web |last=Benyon |first=Jack |date=August 23, 2023 |title=Ericsson to leave Ganassi for IndyCar rival Andretti |url=https://the-race.com/indycar/ericsson-andretti-2024-announcement-ganassi/ |access-date=August 23, 2023 |website=The Race}}</ref>",,28
5,[[Andretti Autosport|Andretti]] [[Bryan Herta Autosport|Herta]] with [[Marco Andretti|Marco]] and [[Curb Agajanian Performance Group|Curb-Agajanian]],,[[Honda Indy V6|Honda]],,,{{flagicon|USA}} [[Marco Andretti]],,2024,5,,,,,,"<ref>{{Cite web|url=https://www.motorsport.com/indycar/news/marco-andretti-set-for-indy-500-return-as-andretti-global-announces-mapei-as-partner/10568519/|title=Marco Andretti set for Indianapolis 500 return in 2024|last=Barnes|first=Joey|website=[[Motorsport.com]]|date=January 23, 2024}}</ref>",,98
6,[[Arrow McLaren]],,[[Chevrolet Indy V6|Chevrolet]],,,{{flagicon|MEX}} [[Pato O'Ward]],,2024,All,,,,,,"<ref name=""McLarenO'Ward"">{{cite web |date=May 27, 2022 |title=O'Ward signs contract extension with AMSP |url=https://racer.com/2022/05/27/oward-signs-contract-extension-with-amsp/ |access-date=August 3, 2022 |work=racer.com}}</ref>",,5
